OrgID,Alternative,Brand,Choice,Affordable,Ease,Power,Learning,Supplements,Support,Needs,IT,Matlab,R,SAS,SPSS,Stata,Chosen,Status
70,2,R,1,7,7,3,5,7,5,6,6,0,1,0,0,0,1,1
70,3,SAS,0,5,6,1,3,1,2,1,6,0,0,1,0,0,2,2
70,4,SPSS,0,1,2,3,1,5,2,4,7,0,0,0,1,0,2,2
70,5,Stata,0,5,5,4,6,6,7,4,5,0,0,0,0,1,2,2
71,1,Matlab,0,1,1,7,1,6,7,5,6,1,0,0,0,0,2,2
71,2,R,0,3,7,1,4,7,6,6,5,0,1,0,0,0,2,2
71,3,SAS,0,3,7,1,2,6,4,1,7,0,0,1,0,0,2,2
71,4,SPSS,0,7,2,5,1,3,4,3,2,0,0,0,1,0,2,2
71,5,Stata,1,7,7,5,6,5,6,3,4,0,0,0,0,1,1,1
72,1,Matlab,0,1,1,7,1,4,3,2,7,1,0,0,0,0,2,2
72,2,R,0,2,6,6,7,7,3,6,5,0,1,0,0,0,2,2
72,3,SAS,1,6,7,6,4,6,4,3,6,0,0,1,0,0,1,1
72,4,SPSS,0,1,7,1,7,7,6,6,7,0,0,0,1,0,2,2
72,5,Stata,0,4,1,1,1,1,1,1,2,0,0,0,0,1,2,2
73,1,Matlab,0,4,6,5,5,2,1,3,2,1,0,0,0,0,2,2
73,2,R,0,4,3,7,4,7,4,6,6,0,1,0,0,0,2,2
73,3,SAS,0,7,5,2,2,2,7,2,7,0,0,1,0,0,2,2
73,4,SPSS,0,1,7,3,6,2,1,7,1,0,0,0,1,0,2,2
73,5,Stata,1,6,7,6,5,4,1,5,3,0,0,0,0,1,1,1
74,1,Matlab,0,1,4,1,6,4,7,5,7,1,0,0,0,0,2,2
74,2,R,0,1,5,4,7,6,2,6,3,0,1,0,0,0,2,2
74,3,SAS,1,7,7,4,7,4,6,7,2,0,0,1,0,0,1,1
74,4,SPSS,0,3,1,5,5,1,7,3,6,0,0,0,1,0,2,2
74,5,Stata,0,7,7,2,7,5,7,7,6,0,0,0,0,1,2,2
75,1,Matlab,0,1,6,6,1,3,2,4,7,1,0,0,0,0,2,2
75,2,R,0,7,7,1,5,7,7,3,2,0,1,0,0,0,2,2
75,3,SAS,0,4,6,4,6,5,5,7,6,0,0,1,0,0,2,2
75,4,SPSS,1,7,7,4,7,6,6,7,6,0,0,0,1,0,1,1
75,5,Stata,0,3,7,3,5,6,7,3,7,0,0,0,0,1,2,2
76,1,Matlab,0,2,2,7,1,4,7,5,4,1,0,0,0,0,2,2
76,2,R,1,7,6,4,7,4,1,7,6,0,1,0,0,0,1,1
76,3,SAS,0,7,6,3,5,6,6,1,1,0,0,1,0,0,2,2
76,4,SPSS,0,3,7,5,5,5,6,5,7,0,0,0,1,0,2,2
76,5,Stata,0,1,5,2,4,4,4,6,1,0,0,0,0,1,2,2
77,1,Matlab,0,3,1,7,1,6,7,4,5,1,0,0,0,0,2,2
77,2,R,0,2,1,7,1,5,5,7,7,0,1,0,0,0,2,2
77,3,SAS,1,7,4,6,1,3,7,1,3,0,0,1,0,0,1,1
77,4,SPSS,0,1,1,4,6,1,2,5,7,0,0,0,1,0,2,2
77,5,Stata,0,1,4,6,2,5,1,3,2,0,0,0,0,1,2,2
78,1,Matlab,0,6,7,1,4,2,7,1,6,1,0,0,0,0,2,2
78,2,R,0,1,1,7,1,6,6,7,6,0,1,0,0,0,2,2
78,3,SAS,0,5,1,7,1,1,5,1,1,0,0,1,0,0,2,2
78,4,SPSS,1,7,7,1,7,4,3,4,1,0,0,0,1,0,1,1
78,5,Stata,0,1,6,1,5,7,3,2,7,0,0,0,0,1,2,2
79,1,Matlab,0,1,6,1,3,1,3,1,7,1,0,0,0,0,2,2
79,2,R,0,7,2,4,5,4,1,7,2,0,1,0,0,0,2,2
79,3,SAS,0,1,5,4,2,5,1,2,6,0,0,1,0,0,2,2
79,4,SPSS,0,1,7,1,7,3,1,7,6,0,0,0,1,0,2,2
79,5,Stata,1,5,7,6,1,1,4,7,5,0,0,0,0,1,1,1
80,1,Matlab,0,1,1,3,5,7,2,6,4,1,0,0,0,0,2,2
80,2,R,1,7,3,5,6,2,4,6,1,0,1,0,0,0,1,1
80,3,SAS,0,1,2,6,1,4,5,6,7,0,0,1,0,0,2,2
80,4,SPSS,0,2,7,5,4,3,1,6,3,0,0,0,1,0,2,2
80,5,Stata,0,7,3,7,4,6,7,6,5,0,0,0,0,1,2,2
81,1,Matlab,0,1,6,7,1,2,6,2,5,1,0,0,0,0,2,2
81,2,R,0,7,5,7,5,7,5,4,6,0,1,0,0,0,2,2
81,3,SAS,0,3,2,5,2,7,6,2,6,0,0,1,0,0,2,2
81,4,SPSS,0,3,5,5,7,7,2,5,7,0,0,0,1,0,2,2
81,5,Stata,1,5,7,7,6,7,7,5,4,0,0,0,0,1,1,1
82,1,Matlab,0,2,2,7,1,7,4,5,1,1,0,0,0,0,2,2
82,2,R,0,2,1,4,3,1,2,7,1,0,1,0,0,0,2,2
82,3,SAS,0,1,3,2,3,2,2,6,3,0,0,1,0,0,2,2
82,4,SPSS,1,5,6,5,6,6,5,7,1,0,0,0,1,0,1,1
82,5,Stata,0,2,7,3,7,7,5,6,7,0,0,0,0,1,2,2
83,1,Matlab,1,5,7,7,6,7,7,7,7,1,0,0,0,0,1,1
83,2,R,0,7,7,2,7,7,7,3,6,0,1,0,0,0,2,2
83,3,SAS,0,3,6,3,6,7,7,1,7,0,0,1,0,0,2,2
83,4,SPSS,0,5,2,5,7,1,5,5,1,0,0,0,1,0,2,2
83,5,Stata,0,3,7,2,6,3,6,7,7,0,0,0,0,1,2,2
84,1,Matlab,1,6,7,1,7,1,7,7,7,1,0,0,0,0,1,1
84,2,R,0,6,1,7,2,5,2,4,2,0,1,0,0,0,2,2
84,3,SAS,0,2,2,2,3,5,1,5,2,0,0,1,0,0,2,2
84,4,SPSS,0,7,7,5,7,7,7,5,7,0,0,0,1,0,2,2
84,5,Stata,0,2,7,1,7,5,5,7,2,0,0,0,0,1,2,2
85,1,Matlab,0,4,6,2,3,3,6,2,7,1,0,0,0,0,2,2
85,2,R,1,7,5,7,2,4,5,4,2,0,1,0,0,0,1,1
85,3,SAS,0,1,2,4,2,3,5,6,4,0,0,1,0,0,2,2
85,4,SPSS,0,3,1,4,4,1,6,1,7,0,0,0,1,0,2,2
85,5,Stata,0,1,7,1,5,3,3,2,7,0,0,0,0,1,2,2
86,1,Matlab,0,2,5,2,2,3,7,2,7,1,0,0,0,0,2,2
86,2,R,1,7,6,2,4,7,1,6,2,0,1,0,0,0,1,1
86,3,SAS,0,6,7,1,7,6,4,1,5,0,0,1,0,0,2,2
86,4,SPSS,0,2,7,2,4,2,1,7,2,0,0,0,1,0,2,2
86,5,Stata,0,7,7,1,6,7,7,2,6,0,0,0,0,1,2,2
87,1,Matlab,0,2,6,2,6,6,5,1,4,1,0,0,0,0,2,2
87,2,R,1,6,7,6,1,6,3,6,6,0,1,0,0,0,1,1
87,3,SAS,0,3,3,6,5,6,6,6,3,0,0,1,0,0,2,2
87,4,SPSS,0,3,5,5,6,2,5,5,4,0,0,0,1,0,2,2
87,5,Stata,0,4,7,1,3,5,5,1,4,0,0,0,0,1,2,2
88,1,Matlab,0,1,4,5,6,6,4,2,3,1,0,0,0,0,2,2
88,2,R,0,2,7,4,3,7,2,3,5,0,1,0,0,0,2,2
88,3,SAS,1,7,5,3,5,2,6,1,1,0,0,1,0,0,1,1
88,4,SPSS,0,1,7,3,7,5,2,7,1,0,0,0,1,0,2,2
88,5,Stata,0,7,7,3,7,3,3,2,1,0,0,0,0,1,2,2
89,1,Matlab,0,4,6,1,5,3,7,1,7,1,0,0,0,0,2,2
89,2,R,0,3,6,7,6,6,6,5,7,0,1,0,0,0,2,2
89,3,SAS,0,1,2,1,5,5,3,1,5,0,0,1,0,0,2,2
89,4,SPSS,0,5,2,7,2,3,6,5,2,0,0,0,1,0,2,2
89,5,Stata,1,7,6,6,7,5,7,3,6,0,0,0,0,1,1,1
90,1,Matlab,1,5,5,7,5,7,7,5,7,1,0,0,0,0,1,1
90,2,R,0,7,5,4,7,6,6,3,6,0,1,0,0,0,2,2
90,3,SAS,0,1,1,7,1,1,4,5,5,0,0,1,0,0,2,2
90,4,SPSS,0,1,7,7,3,7,6,6,6,0,0,0,1,0,2,2
90,5,Stata,0,6,7,1,6,5,4,1,7,0,0,0,0,1,2,2
91,1,Matlab,1,7,6,7,4,3,6,4,3,1,0,0,0,0,1,1
91,2,R,0,1,2,4,4,6,1,6,3,0,1,0,0,0,2,2
91,3,SAS,0,1,4,1,1,5,1,1,7,0,0,1,0,0,2,2
91,4,SPSS,0,4,2,5,4,6,5,3,7,0,0,0,1,0,2,2
91,5,Stata,0,4,3,2,1,1,7,4,6,0,0,0,0,1,2,2
92,1,Matlab,0,1,3,7,3,5,7,2,7,1,0,0,0,0,2,2
92,2,R,0,2,1,7,1,5,1,6,3,0,1,0,0,0,2,2
92,3,SAS,0,5,7,1,4,5,4,5,3,0,0,1,0,0,2,2
92,4,SPSS,0,1,7,1,3,4,2,2,7,0,0,0,1,0,2,2
92,5,Stata,1,7,6,7,6,6,5,7,1,0,0,0,0,1,1,1
93,1,Matlab,0,1,5,7,3,6,7,7,3,1,0,0,0,0,2,2
93,2,R,0,2,3,6,2,5,2,6,1,0,1,0,0,0,2,2
93,3,SAS,0,1,6,1,3,3,2,4,4,0,0,1,0,0,2,2
93,4,SPSS,0,1,4,1,5,7,1,2,7,0,0,0,1,0,2,2
93,5,Stata,1,6,7,6,6,7,5,6,3,0,0,0,0,1,1,1
94,1,Matlab,0,3,1,7,1,4,1,1,3,1,0,0,0,0,2,2
94,2,R,0,2,1,1,1,2,3,3,1,0,1,0,0,0,2,2
94,3,SAS,0,6,1,7,2,5,7,3,7,0,0,1,0,0,2,2
94,4,SPSS,0,4,3,2,7,1,5,5,4,0,0,0,1,0,2,2
94,5,Stata,1,7,7,5,7,7,3,5,6,0,0,0,0,1,1,1
95,1,Matlab,1,5,7,7,6,6,7,5,4,1,0,0,0,0,1,1
95,2,R,0,6,2,2,1,6,1,5,2,0,1,0,0,0,2,2
95,3,SAS,0,4,2,7,1,6,5,2,7,0,0,1,0,0,2,2
95,4,SPSS,0,3,6,7,5,6,5,4,7,0,0,0,1,0,2,2
95,5,Stata,0,6,7,3,7,3,7,4,4,0,0,0,0,1,2,2
96,1,Matlab,0,7,5,7,2,3,7,4,1,1,0,0,0,0,2,2
96,2,R,0,1,1,7,2,6,3,7,1,0,1,0,0,0,2,2
96,3,SAS,0,1,5,1,3,5,3,1,6,0,0,1,0,0,2,2
96,4,SPSS,0,2,2,2,3,1,1,3,2,0,0,0,1,0,2,2
96,5,Stata,1,5,7,7,6,7,3,6,5,0,0,0,0,1,1,1
97,1,Matlab,0,5,7,6,5,4,7,7,6,1,0,0,0,0,2,2
97,2,R,0,7,3,5,5,5,5,1,4,0,1,0,0,0,2,2
97,3,SAS,0,4,6,7,7,7,7,7,7,0,0,1,0,0,2,2
97,4,SPSS,1,7,7,7,7,7,7,7,6,0,0,0,1,0,1,1
97,5,Stata,0,2,3,2,2,4,1,2,7,0,0,0,0,1,2,2
98,1,Matlab,0,5,6,7,4,1,7,7,3,1,0,0,0,0,2,2
98,2,R,0,7,6,1,6,7,3,1,6,0,1,0,0,0,2,2
98,3,SAS,1,7,7,2,7,4,1,6,5,0,0,1,0,0,1,1
98,4,SPSS,0,1,7,1,7,6,1,6,6,0,0,0,1,0,2,2
98,5,Stata,0,7,7,5,1,3,1,7,1,0,0,0,0,1,2,2
99,1,Matlab,0,1,4,1,4,1,1,4,4,1,0,0,0,0,2,2
99,2,R,1,7,7,1,7,7,5,2,5,0,1,0,0,0,1,1
99,3,SAS,0,7,5,7,5,7,4,1,6,0,0,1,0,0,2,2
99,4,SPSS,0,7,7,1,7,7,4,6,5,0,0,0,1,0,2,2
99,5,Stata,0,1,3,7,2,2,3,7,5,0,0,0,0,1,2,2
100,1,Matlab,0,4,7,1,4,7,7,1,7,1,0,0,0,0,2,2
100,2,R,0,1,1,6,5,6,1,6,3,0,1,0,0,0,2,2
100,3,SAS,1,6,6,6,7,2,6,5,2,0,0,1,0,0,1,1
100,4,SPSS,0,1,5,1,7,3,2,5,7,0,0,0,1,0,2,2
100,5,Stata,0,6,7,1,3,5,3,1,3,0,0,0,0,1,2,2
101,1,Matlab,0,2,3,2,4,7,7,1,7,1,0,0,0,0,2,2
101,2,R,0,7,3,2,2,1,1,3,1,0,1,0,0,0,2,2
101,3,SAS,0,3,7,5,3,3,6,3,7,0,0,1,0,0,2,2
101,4,SPSS,0,2,7,1,7,3,3,7,7,0,0,0,1,0,2,2
101,5,Stata,1,4,7,1,6,4,2,7,1,0,0,0,0,1,1,1
102,1,Matlab,0,5,6,1,2,4,7,1,7,1,0,0,0,0,2,2
102,2,R,0,2,1,1,1,1,1,4,3,0,1,0,0,0,2,2
102,3,SAS,0,2,5,7,3,7,4,5,6,0,0,1,0,0,2,2
102,4,SPSS,1,7,7,4,6,6,6,2,1,0,0,0,1,0,1,1
102,5,Stata,0,5,7,1,7,6,5,2,6,0,0,0,0,1,2,2
103,1,Matlab,0,1,7,7,3,7,3,7,7,1,0,0,0,0,2,2
103,2,R,0,1,2,6,4,6,2,7,7,0,1,0,0,0,2,2
103,3,SAS,0,5,5,2,5,6,6,1,7,0,0,1,0,0,2,2
103,4,SPSS,0,4,1,7,3,5,5,5,2,0,0,0,1,0,2,2
103,5,Stata,1,7,6,6,5,3,7,4,6,0,0,0,0,1,1,1
104,1,Matlab,1,7,7,6,1,2,7,4,2,1,0,0,0,0,1,1
104,2,R,0,6,3,1,4,7,3,2,6,0,1,0,0,0,2,2
104,3,SAS,0,5,5,7,2,7,6,2,6,0,0,1,0,0,2,2
104,4,SPSS,0,1,6,1,3,2,3,5,7,0,0,0,1,0,2,2
104,5,Stata,0,2,7,2,7,6,4,5,4,0,0,0,0,1,2,2
105,1,Matlab,0,3,7,3,6,7,7,2,7,1,0,0,0,0,2,2
105,2,R,1,6,7,1,5,7,2,6,4,0,1,0,0,0,1,1
105,3,SAS,0,6,7,1,2,5,2,6,6,0,0,1,0,0,2,2
105,4,SPSS,0,4,1,3,1,1,4,1,7,0,0,0,1,0,2,2
105,5,Stata,0,6,5,1,6,7,5,1,7,0,0,0,0,1,2,2
106,1,Matlab,1,7,7,6,7,6,4,2,5,1,0,0,0,0,1,1
106,2,R,0,6,5,3,5,2,4,4,3,0,1,0,0,0,2,2
106,3,SAS,0,6,4,7,2,7,7,6,3,0,0,1,0,0,2,2
106,4,SPSS,0,4,4,5,2,1,2,5,6,0,0,0,1,0,2,2
106,5,Stata,0,2,3,1,1,1,5,2,2,0,0,0,0,1,2,2
107,1,Matlab,0,1,7,7,3,7,7,5,7,1,0,0,0,0,2,2
107,2,R,1,7,6,7,4,7,3,3,3,0,1,0,0,0,1,1
107,3,SAS,0,1,3,5,3,6,5,2,5,0,0,1,0,0,2,2
107,4,SPSS,0,1,2,3,2,1,1,6,1,0,0,0,1,0,2,2
107,5,Stata,0,7,6,2,2,6,2,1,7,0,0,0,0,1,2,2
108,1,Matlab,0,2,7,2,5,6,7,7,7,1,0,0,0,0,2,2
108,2,R,0,7,7,3,6,7,1,3,1,0,1,0,0,0,2,2
108,3,SAS,0,7,7,3,5,6,7,1,7,0,0,1,0,0,2,2
108,4,SPSS,0,6,5,1,6,5,6,3,4,0,0,0,1,0,2,2
108,5,Stata,1,7,7,5,5,7,6,4,3,0,0,0,0,1,1,1
109,1,Matlab,1,7,7,7,5,4,4,4,5,1,0,0,0,0,1,1
109,2,R,0,2,7,3,7,7,3,7,6,0,1,0,0,0,2,2
109,3,SAS,0,6,7,2,6,2,3,5,6,0,0,1,0,0,2,2
109,4,SPSS,0,1,7,1,7,7,3,2,4,0,0,0,1,0,2,2
109,5,Stata,0,1,7,1,5,2,2,6,7,0,0,0,0,1,2,2
110,1,Matlab,0,6,7,7,2,5,7,6,3,1,0,0,0,0,2,2
110,2,R,0,6,2,7,2,7,1,6,2,0,1,0,0,0,2,2
110,3,SAS,0,4,3,3,3,1,1,2,5,0,0,1,0,0,2,2
110,4,SPSS,0,7,5,7,2,7,7,7,5,0,0,0,1,0,2,2
110,5,Stata,1,7,7,6,7,7,6,7,5,0,0,0,0,1,1,1
111,1,Matlab,0,1,6,7,4,7,7,7,5,1,0,0,0,0,2,2
111,2,R,0,7,6,2,4,6,3,2,3,0,1,0,0,0,2,2
111,3,SAS,1,7,7,7,7,6,6,7,3,0,0,1,0,0,1,1
111,4,SPSS,0,1,7,2,6,7,6,5,6,0,0,0,1,0,2,2
111,5,Stata,0,7,7,1,6,5,4,2,3,0,0,0,0,1,2,2
112,1,Matlab,0,6,5,7,6,7,7,3,3,1,0,0,0,0,2,2
112,2,R,0,7,5,2,5,6,6,4,1,0,1,0,0,0,2,2
112,3,SAS,0,4,7,3,3,4,6,4,6,0,0,1,0,0,2,2
112,4,SPSS,1,7,7,3,7,5,7,7,3,0,0,0,1,0,1,1
112,5,Stata,0,7,7,3,7,7,7,4,7,0,0,0,0,1,2,2
113,1,Matlab,1,6,7,6,7,7,7,5,5,1,0,0,0,0,1,1
113,2,R,0,7,4,6,2,2,1,7,3,0,1,0,0,0,2,2
113,3,SAS,0,2,1,6,1,5,3,1,1,0,0,1,0,0,2,2
113,4,SPSS,0,5,7,1,7,4,2,6,6,0,0,0,1,0,2,2
113,5,Stata,0,6,7,1,6,4,1,3,2,0,0,0,0,1,2,2
114,1,Matlab,0,6,6,1,6,7,1,2,7,1,0,0,0,0,2,2
114,2,R,0,7,6,6,4,4,7,4,2,0,1,0,0,0,2,2
114,3,SAS,0,3,5,5,4,5,6,5,6,0,0,1,0,0,2,2
114,4,SPSS,0,4,1,6,1,5,6,3,7,0,0,0,1,0,2,2
114,5,Stata,1,7,7,3,7,3,7,7,5,0,0,0,0,1,1,1
115,1,Matlab,0,4,7,2,5,3,7,4,7,1,0,0,0,0,2,2
115,2,R,1,7,7,7,4,4,4,5,1,0,1,0,0,0,1,1
115,3,SAS,0,1,4,4,3,6,2,4,3,0,0,1,0,0,2,2
115,4,SPSS,0,1,7,2,4,3,4,5,7,0,0,0,1,0,2,2
115,5,Stata,0,2,7,2,6,7,7,5,7,0,0,0,0,1,2,2
116,1,Matlab,0,1,1,7,1,7,3,1,6,1,0,0,0,0,2,2
116,2,R,0,7,3,7,7,5,2,4,2,0,1,0,0,0,2,2
116,3,SAS,0,2,2,5,1,7,3,2,5,0,0,1,0,0,2,2
116,4,SPSS,1,6,7,3,7,5,7,2,6,0,0,0,1,0,1,1
116,5,Stata,0,2,7,1,6,3,5,1,7,0,0,0,0,1,2,2
117,1,Matlab,0,1,1,7,1,3,2,2,7,1,0,0,0,0,2,2
117,2,R,0,3,2,6,4,4,5,5,3,0,1,0,0,0,2,2
117,3,SAS,0,5,2,1,1,5,3,1,3,0,0,1,0,0,2,2
117,4,SPSS,0,1,7,1,6,5,1,6,7,0,0,0,1,0,2,2
117,5,Stata,1,5,7,2,7,7,7,4,6,0,0,0,0,1,1,1
118,1,Matlab,0,1,4,1,4,6,7,6,7,1,0,0,0,0,2,2
118,2,R,1,7,7,6,7,6,6,6,1,0,1,0,0,0,1,1
118,3,SAS,0,7,6,4,4,7,5,2,3,0,0,1,0,0,2,2
118,4,SPSS,0,1,4,6,1,3,6,3,6,0,0,0,1,0,2,2
118,5,Stata,0,6,7,1,7,6,6,5,4,0,0,0,0,1,2,2
119,1,Matlab,0,2,1,1,1,2,5,3,6,1,0,0,0,0,2,2
119,2,R,0,7,7,1,7,4,5,1,4,0,1,0,0,0,2,2
119,3,SAS,1,4,5,7,4,7,5,7,5,0,0,1,0,0,1,1
119,4,SPSS,0,7,4,7,4,5,7,6,3,0,0,0,1,0,2,2
119,5,Stata,0,2,7,1,6,5,1,3,5,0,0,0,0,1,2,2
120,1,Matlab,0,2,6,5,3,2,7,3,5,1,0,0,0,0,2,2
120,2,R,0,7,3,6,3,2,1,6,1,0,1,0,0,0,2,2
120,3,SAS,0,2,2,5,6,3,1,1,3,0,0,1,0,0,2,2
120,4,SPSS,0,6,2,1,1,5,7,1,5,0,0,0,1,0,2,2
120,5,Stata,1,6,7,1,6,6,5,4,3,0,0,0,0,1,1,1
121,1,Matlab,0,6,3,7,5,2,7,5,7,1,0,0,0,0,2,2
121,2,R,0,5,1,7,3,3,4,7,7,0,1,0,0,0,2,2
121,3,SAS,0,6,7,3,1,2,4,5,2,0,0,1,0,0,2,2
121,4,SPSS,1,5,7,6,7,4,7,6,7,0,0,0,1,0,1,1
121,5,Stata,0,7,1,4,1,2,1,2,3,0,0,0,0,1,2,2
122,1,Matlab,0,2,1,7,1,4,7,4,6,1,0,0,0,0,2,2
122,2,R,0,5,1,7,1,7,2,2,3,0,1,0,0,0,2,2
122,3,SAS,0,1,7,1,4,4,2,6,5,0,0,1,0,0,2,2
122,4,SPSS,1,7,7,3,6,6,5,6,5,0,0,0,1,0,1,1
122,5,Stata,0,3,1,3,2,1,2,5,2,0,0,0,0,1,2,2
123,1,Matlab,1,4,6,7,4,5,7,7,3,1,0,0,0,0,1,1
123,2,R,0,7,2,5,1,2,2,1,2,0,1,0,0,0,2,2
123,3,SAS,0,4,7,1,7,6,7,4,7,0,0,1,0,0,2,2
123,4,SPSS,0,4,2,7,5,4,6,7,3,0,0,0,1,0,2,2
123,5,Stata,0,7,2,2,2,1,2,1,7,0,0,0,0,1,2,2
124,1,Matlab,0,1,7,1,7,7,7,4,6,1,0,0,0,0,2,2
124,2,R,1,7,2,7,3,5,6,6,7,0,1,0,0,0,1,1
124,3,SAS,0,4,4,6,7,6,4,3,6,0,0,1,0,0,2,2
124,4,SPSS,0,7,7,7,4,4,5,4,4,0,0,0,1,0,2,2
124,5,Stata,0,1,1,7,2,6,5,4,7,0,0,0,0,1,2,2
125,1,Matlab,1,3,5,7,1,6,7,6,7,1,0,0,0,0,1,1
125,2,R,0,5,1,5,2,7,1,3,1,0,1,0,0,0,2,2
125,3,SAS,0,5,6,1,3,1,4,1,5,0,0,1,0,0,2,2
125,4,SPSS,0,2,7,1,6,5,4,3,6,0,0,0,1,0,2,2
125,5,Stata,0,4,3,7,3,7,3,6,2,0,0,0,0,1,2,2
126,1,Matlab,0,3,7,7,4,7,7,5,7,1,0,0,0,0,2,2
126,2,R,0,7,3,6,3,6,3,5,4,0,1,0,0,0,2,2
126,3,SAS,1,7,7,5,6,7,7,3,7,0,0,1,0,0,1,1
126,4,SPSS,0,6,7,1,7,5,3,7,5,0,0,0,1,0,2,2
126,5,Stata,0,6,5,1,1,1,1,1,2,0,0,0,0,1,2,2
127,1,Matlab,1,6,3,7,2,4,7,3,1,1,0,0,0,0,1,1
127,2,R,0,2,1,7,2,2,3,7,5,0,1,0,0,0,2,2
127,3,SAS,0,3,5,1,5,2,5,1,7,0,0,1,0,0,2,2
127,4,SPSS,0,1,2,1,1,5,1,2,7,0,0,0,1,0,2,2
127,5,Stata,0,5,2,7,2,3,5,4,2,0,0,0,0,1,2,2
128,1,Matlab,1,1,2,7,2,6,7,6,7,1,0,0,0,0,1,1
128,2,R,0,7,3,6,2,7,4,1,1,0,1,0,0,0,2,2
128,3,SAS,0,4,6,2,1,1,1,1,7,0,0,1,0,0,2,2
128,4,SPSS,0,1,4,2,7,2,1,5,6,0,0,0,1,0,2,2
128,5,Stata,0,4,3,1,5,2,2,4,1,0,0,0,0,1,2,2
129,1,Matlab,1,7,6,7,7,6,7,7,7,1,0,0,0,0,1,1
129,2,R,0,4,1,7,1,1,4,6,2,0,1,0,0,0,2,2
129,3,SAS,0,7,1,7,1,3,2,1,2,0,0,1,0,0,2,2
129,4,SPSS,0,4,7,2,7,6,4,6,3,0,0,0,1,0,2,2
129,5,Stata,0,7,3,7,4,2,7,2,7,0,0,0,0,1,2,2
130,1,Matlab,0,1,1,6,1,5,1,3,7,1,0,0,0,0,2,2
130,2,R,1,7,2,7,5,6,7,7,5,0,1,0,0,0,1,1
130,3,SAS,0,4,7,3,6,3,4,5,1,0,0,1,0,0,2,2
130,4,SPSS,0,7,7,5,3,2,6,5,6,0,0,0,1,0,2,2
130,5,Stata,0,6,4,1,2,2,6,2,4,0,0,0,0,1,2,2
131,1,Matlab,1,6,6,7,6,4,3,6,6,1,0,0,0,0,1,1
131,2,R,0,7,7,7,2,4,5,7,3,0,1,0,0,0,2,2
131,3,SAS,0,2,1,5,2,1,3,7,6,0,0,1,0,0,2,2
131,4,SPSS,0,2,3,3,3,5,5,4,7,0,0,0,1,0,2,2
131,5,Stata,0,7,7,1,7,1,2,6,2,0,0,0,0,1,2,2
132,1,Matlab,0,3,1,7,1,1,3,4,7,1,0,0,0,0,2,2
132,2,R,0,2,5,1,7,7,1,4,7,0,1,0,0,0,2,2
132,3,SAS,0,6,3,3,6,4,7,1,7,0,0,1,0,0,2,2
132,4,SPSS,1,6,7,3,6,6,2,2,6,0,0,0,1,0,1,1
132,5,Stata,0,3,2,6,1,5,7,1,4,0,0,0,0,1,2,2
133,1,Matlab,0,6,6,5,1,2,7,3,5,1,0,0,0,0,2,2
133,2,R,0,4,7,1,3,5,3,4,3,0,1,0,0,0,2,2
133,3,SAS,1,7,6,4,7,7,6,3,2,0,0,1,0,0,1,1
133,4,SPSS,0,1,2,4,4,5,7,6,7,0,0,0,1,0,2,2
133,5,Stata,0,5,5,2,2,5,5,1,6,0,0,0,0,1,2,2
134,1,Matlab,1,7,4,7,4,3,7,4,1,1,0,0,0,0,1,1
134,2,R,0,7,3,6,2,7,6,4,7,0,1,0,0,0,2,2
134,3,SAS,0,2,2,7,3,3,2,2,2,0,0,1,0,0,2,2
134,4,SPSS,0,2,7,2,3,4,6,6,7,0,0,0,1,0,2,2
134,5,Stata,0,1,1,7,1,1,6,5,3,0,0,0,0,1,2,2
135,1,Matlab,1,2,6,7,3,7,7,6,7,1,0,0,0,0,1,1
135,2,R,0,4,3,6,1,4,5,3,7,0,1,0,0,0,2,2
135,3,SAS,0,1,1,7,2,6,5,5,3,0,0,1,0,0,2,2
135,4,SPSS,0,4,7,1,4,2,5,5,7,0,0,0,1,0,2,2
135,5,Stata,0,1,4,1,2,4,4,1,7,0,0,0,0,1,2,2
136,1,Matlab,1,3,6,7,3,7,7,6,6,1,0,0,0,0,1,1
136,2,R,0,7,5,7,1,4,5,7,2,0,1,0,0,0,2,2
136,3,SAS,0,7,5,2,6,5,3,1,1,0,0,1,0,0,2,2
136,4,SPSS,0,3,2,7,1,7,7,5,6,0,0,0,1,0,2,2
136,5,Stata,0,6,7,2,7,2,7,3,6,0,0,0,0,1,2,2
137,1,Matlab,0,3,4,2,4,2,7,4,2,1,0,0,0,0,2,2
137,2,R,0,2,7,1,3,1,2,6,5,0,1,0,0,0,2,2
137,3,SAS,0,2,3,2,3,5,2,2,7,0,0,1,0,0,2,2
137,4,SPSS,1,7,6,3,7,1,4,5,4,0,0,0,1,0,1,1
137,5,Stata,0,7,7,2,7,6,7,1,6,0,0,0,0,1,2,2
138,1,Matlab,0,2,6,5,7,5,4,5,2,1,0,0,0,0,2,2
138,2,R,0,1,1,7,1,1,5,5,2,0,1,0,0,0,2,2
138,3,SAS,1,6,7,2,5,2,2,5,4,0,0,1,0,0,1,1
138,4,SPSS,0,4,1,7,1,4,7,7,4,0,0,0,1,0,2,2
138,5,Stata,0,7,6,2,1,2,4,1,2,0,0,0,0,1,2,2
139,1,Matlab,0,1,3,7,5,4,4,6,7,1,0,0,0,0,2,2
139,2,R,0,7,4,4,4,5,2,3,4,0,1,0,0,0,2,2
139,3,SAS,0,7,4,7,3,7,4,3,1,0,0,1,0,0,2,2
139,4,SPSS,1,7,7,7,7,6,7,7,7,0,0,0,1,0,1,1
